Period,Feature,Horizon,Rank_IC
2025H2,atr_20,5d,0.006461361389783112
2025H2,atr_20,10d,0.018348661945609607
2025H2,atr_20,20d,0.02833108375535619
2025H2,atr_20,60d,0.028797515347405902
2025H2,atr_60,5d,-0.0006202245302584916
2025H2,atr_60,10d,0.006049517605239067
2025H2,atr_60,20d,0.008824241016509363
2025H2,atr_60,60d,0.00855378937956355
2025H2,rolling_std_20,5d,0.005619246208300096
2025H2,rolling_std_20,10d,0.018804225198531747
2025H2,rolling_std_20,20d,0.03157804848347202
2025H2,rolling_std_20,60d,0.03296703875371378
2025H2,rolling_std_60,5d,0.0077894771566862425
2025H2,rolling_std_60,10d,0.020010958936849003
2025H2,rolling_std_60,20d,0.03058791610378316
2025H2,rolling_std_60,60d,0.02901194196158222
2025H2,volume_zscore_20,5d,0.004210475025093223
2025H2,volume_zscore_20,10d,0.009027869184533443
2025H2,volume_zscore_20,20d,0.018515944950701205
2025H2,volume_zscore_20,60d,0.008657211253395166
2025H2,volume_zscore_60,5d,0.007974041364475786
2025H2,volume_zscore_60,10d,0.014665521403839683
2025H2,volume_zscore_60,20d,0.02504023560905174
2025H2,volume_zscore_60,60d,0.012313206088620526
2025H2,dollar_volume_log,5d,0.013079625720020291
2025H2,dollar_volume_log,10d,0.01850493248636492
2025H2,dollar_volume_log,20d,0.029205383619810423
2025H2,dollar_volume_log,60d,0.014314775597392724
2025H2,volume_ma60_ratio,5d,0.006588066829860529
2025H2,volume_ma60_ratio,10d,0.01614413611381052
2025H2,volume_ma60_ratio,20d,0.027193288778094363
2025H2,volume_ma60_ratio,60d,0.013596716846275697
2025H2,RSI_14,5d,0.01338365410801137
2025H2,RSI_14,10d,0.03148186644826789
2025H2,RSI_14,20d,0.03820015834259888
2025H2,RSI_14,60d,0.04768369757421997
2025H2,MACD_norm,5d,0.010592593351078202
2025H2,MACD_norm,10d,0.02012787519237831
2025H2,MACD_norm,20d,0.03195631334281203
2025H2,MACD_norm,60d,0.038449029972333126
2025H2,MACDh_norm,5d,-0.007834168025257316
2025H2,MACDh_norm,10d,0.0008187175988104986
2025H2,MACDh_norm,20d,0.00876729462732505
2025H2,MACDh_norm,60d,0.027285154748401524
2025H2,BB_pct_b,5d,0.0016143693550981595
2025H2,BB_pct_b,10d,0.01258943504915917
2025H2,BB_pct_b,20d,0.01684638499754525
2025H2,BB_pct_b,60d,0.029813830095344017
2025H2,ADX_14,5d,0.016748180423392028
2025H2,ADX_14,10d,0.022118388367394676
2025H2,ADX_14,20d,0.03206097019246891
2025H2,ADX_14,60d,0.04427498844139449
2025H2,rank_ret_5d,5d,-0.009494136189823027
2025H2,rank_ret_5d,10d,0.008001142933616213
2025H2,rank_ret_5d,20d,0.014411416587610613
2025H2,rank_ret_5d,60d,0.022506895669235364
2025H2,rank_ret_10d,5d,0.00036665681718881036
2025H2,rank_ret_10d,10d,0.011911888482444392
2025H2,rank_ret_10d,20d,0.017571686947823163
2025H2,rank_ret_10d,60d,0.031542725321335854
2025H2,rank_ret_20d,5d,0.005362752905045166
2025H2,rank_ret_20d,10d,0.013575703921051743
2025H2,rank_ret_20d,20d,0.023994738684322597
2025H2,rank_ret_20d,60d,0.038887256466236794
2025H2,rank_ret_60d,5d,0.021575550846480867
2025H2,rank_ret_60d,10d,0.034096456214621894
2025H2,rank_ret_60d,20d,0.04383152349527148
2025H2,rank_ret_60d,60d,0.020850039336120053
2025H2,rank_price_ma20_ratio,5d,7.999968121186241e-05
2025H2,rank_price_ma20_ratio,10d,0.014646634542292541
2025H2,rank_price_ma20_ratio,20d,0.022359571084491194
2025H2,rank_price_ma20_ratio,60d,0.038361511054660895
2025H2,rank_price_ma60_ratio,5d,0.008882789319528068
2025H2,rank_price_ma60_ratio,10d,0.0231800527804233
2025H2,rank_price_ma60_ratio,20d,0.03705352544711407
2025H2,rank_price_ma60_ratio,60d,0.03866872246603251
2025H2,rank_price_ma120_ratio,5d,0.01020934141044283
2025H2,rank_price_ma120_ratio,10d,0.01831377441851575
2025H2,rank_price_ma120_ratio,20d,0.023209684743819986
2025H2,rank_price_ma120_ratio,60d,0.01846901925100239
2025H2,rank_atr_20,5d,0.006461361389783112
2025H2,rank_atr_20,10d,0.018348661945609607
2025H2,rank_atr_20,20d,0.02833108375535619
2025H2,rank_atr_20,60d,0.028797515347405902
2025H2,rank_atr_60,5d,-0.0006202245302584916
2025H2,rank_atr_60,10d,0.006049517605239067
2025H2,rank_atr_60,20d,0.008824241016509363
2025H2,rank_atr_60,60d,0.00855378937956355
2025H2,rank_rolling_std_20,5d,0.005619246208300096
2025H2,rank_rolling_std_20,10d,0.018804225198531747
2025H2,rank_rolling_std_20,20d,0.03157804848347202
2025H2,rank_rolling_std_20,60d,0.03296703875371378
2025H2,rank_rolling_std_60,5d,0.0077894771566862425
2025H2,rank_rolling_std_60,10d,0.020010958936849003
2025H2,rank_rolling_std_60,20d,0.03058791610378316
2025H2,rank_rolling_std_60,60d,0.02901194196158222
2025H2,rank_volume_zscore_20,5d,0.004210475025093223
2025H2,rank_volume_zscore_20,10d,0.009027869184533443
2025H2,rank_volume_zscore_20,20d,0.018515944950701205
2025H2,rank_volume_zscore_20,60d,0.008657211253395166
2025H2,rank_volume_zscore_60,5d,0.007974041364475786
2025H2,rank_volume_zscore_60,10d,0.014665521403839683
2025H2,rank_volume_zscore_60,20d,0.02504023560905174
2025H2,rank_volume_zscore_60,60d,0.012313206088620526
2025H2,rank_dollar_volume_log,5d,0.013079625720020291
2025H2,rank_dollar_volume_log,10d,0.01850493248636492
2025H2,rank_dollar_volume_log,20d,0.029205383619810423
2025H2,rank_dollar_volume_log,60d,0.014314775597392724
2025H2,rank_volume_ma60_ratio,5d,0.006588066829860529
2025H2,rank_volume_ma60_ratio,10d,0.01614413611381052
2025H2,rank_volume_ma60_ratio,20d,0.027193288778094363
2025H2,rank_volume_ma60_ratio,60d,0.013596716846275697
2025H2,rank_RSI_14,5d,0.01338365410801137
2025H2,rank_RSI_14,10d,0.03148186644826789
2025H2,rank_RSI_14,20d,0.03820015834259888
2025H2,rank_RSI_14,60d,0.04768369757421997
2025H2,rank_MACD_norm,5d,0.010592593351078202
2025H2,rank_MACD_norm,10d,0.02012787519237831
2025H2,rank_MACD_norm,20d,0.03195631334281203
2025H2,rank_MACD_norm,60d,0.038449029972333126
2025H2,rank_MACDh_norm,5d,-0.007834168025257316
2025H2,rank_MACDh_norm,10d,0.0008187175988104986
2025H2,rank_MACDh_norm,20d,0.00876729462732505
2025H2,rank_MACDh_norm,60d,0.027285154748401524
2025H2,rank_BB_pct_b,5d,0.0016143693550981595
2025H2,rank_BB_pct_b,10d,0.01258943504915917
2025H2,rank_BB_pct_b,20d,0.01684638499754525
2025H2,rank_BB_pct_b,60d,0.029813830095344017
2025H2,rank_ADX_14,5d,0.016748180423392028
2025H2,rank_ADX_14,10d,0.022118388367394676
2025H2,rank_ADX_14,20d,0.03206097019246891
2025H2,rank_ADX_14,60d,0.04427498844139449
2026H1,ret_5d,5d,-0.007592495395428984
2026H1,ret_5d,10d,0.010152367625648228
2026H1,ret_5d,20d,0.01765985181446166
2026H1,ret_5d,60d,0.0262166726923784
2026H1,ret_10d,5d,0.0035144206541749363
2026H1,ret_10d,10d,0.018126984618619404
2026H1,ret_10d,20d,0.023083041649938445
2026H1,ret_10d,60d,0.03679343217666837
2026H1,ret_20d,5d,0.008278250439325896
2026H1,ret_20d,10d,0.01811898403434286
2026H1,ret_20d,20d,0.028212993906220254
2026H1,ret_20d,60d,0.04750708726504336
2026H1,ret_60d,5d,0.023086026100850955
2026H1,ret_60d,10d,0.035466917607409845
2026H1,ret_60d,20d,0.04866645556139866
2026H1,ret_60d,60d,0.043034300228383594
2026H1,price_ma20_ratio,5d,0.00392063363817412
2026H1,price_ma20_ratio,10d,0.020497684064787185
2026H1,price_ma20_ratio,20d,0.028195747359770488
2026H1,price_ma20_ratio,60d,0.04464850852121134
2026H1,price_ma60_ratio,5d,0.01132146776178044
2026H1,price_ma60_ratio,10d,0.026617476017780802
2026H1,price_ma60_ratio,20d,0.040817674788564864
2026H1,price_ma60_ratio,60d,0.055137660785352344
2026H1,price_ma120_ratio,5d,0.014026492844371578
2026H1,price_ma120_ratio,10d,0.0232258833031035
2026H1,price_ma120_ratio,20d,0.03171479678290649
2026H1,price_ma120_ratio,60d,0.04086601430841685
2026H1,atr_20,5d,0.010934603203138497
2026H1,atr_20,10d,0.022570397892936064
2026H1,atr_20,20d,0.034686482038451455
2026H1,atr_20,60d,0.05001537999651613
2026H1,atr_60,5d,0.0037603956877271592
2026H1,atr_60,10d,0.010512487263104631
2026H1,atr_60,20d,0.018260747479005978
2026H1,atr_60,60d,0.026016666618561255
2026H1,rolling_std_20,5d,0.011443942398411478
2026H1,rolling_std_20,10d,0.02517465719952696
2026H1,rolling_std_20,20d,0.0413084002932855
2026H1,rolling_std_20,60d,0.05325810451314707
2026H1,rolling_std_60,5d,0.0130387234776792
2026H1,rolling_std_60,10d,0.02578705279950507
2026H1,rolling_std_60,20d,0.040747463438264
2026H1,rolling_std_60,60d,0.053796367982831515
2026H1,volume_zscore_20,5d,0.005900601412472429
2026H1,volume_zscore_20,10d,0.010203365027031916
2026H1,volume_zscore_20,20d,0.0191650598163007
2026H1,volume_zscore_20,60d,0.008120230285178732
2026H1,volume_zscore_60,5d,0.008143933945936519
2026H1,volume_zscore_60,10d,0.013851865392368564
2026H1,volume_zscore_60,20d,0.023234208100787652
2026H1,volume_zscore_60,60d,0.012340766957530733
2026H1,dollar_volume_log,5d,0.015094330256721421
2026H1,dollar_volume_log,10d,0.02105513053366118
2026H1,dollar_volume_log,20d,0.03253445818388681
2026H1,dollar_volume_log,60d,0.02452249585026415
2026H1,volume_ma60_ratio,5d,0.007096974350439509
2026H1,volume_ma60_ratio,10d,0.015523315658053665
2026H1,volume_ma60_ratio,20d,0.02486747071655189
2026H1,volume_ma60_ratio,60d,0.013511395639574285
2026H1,RSI_14,5d,0.015222333891035063
2026H1,RSI_14,10d,0.03527382748279309
2026H1,RSI_14,20d,0.043066605596928445
2026H1,RSI_14,60d,0.05807172059973496
2026H1,MACD_norm,5d,0.01384867850706262
2026H1,MACD_norm,10d,0.02485978040314432
2026H1,MACD_norm,20d,0.03569931447333948
2026H1,MACD_norm,60d,0.05280861376782489
2026H1,MACDh_norm,5d,-0.005014233771959126
2026H1,MACDh_norm,10d,0.00664011065322712
2026H1,MACDh_norm,20d,0.012538710486088723
2026H1,MACDh_norm,60d,0.023655360029183406
2026H1,BB_pct_b,5d,0.004442747629658894
2026H1,BB_pct_b,10d,0.01629241789306815
2026H1,BB_pct_b,20d,0.022528607591119246
2026H1,BB_pct_b,60d,0.03555963683709085
2026H1,ADX_14,5d,0.017561520194165448
2026H1,ADX_14,10d,0.023369098440358612
2026H1,ADX_14,20d,0.029904380622798217
2026H1,ADX_14,60d,0.04080634739532088
2026H1,rank_ret_5d,5d,-0.007592495395428984
2026H1,rank_ret_5d,10d,0.010152367625648228
2026H1,rank_ret_5d,20d,0.01765985181446166
2026H1,rank_ret_5d,60d,0.0262166726923784
2026H1,rank_ret_10d,5d,0.0035144206541749363
2026H1,rank_ret_10d,10d,0.018126984618619404
2026H1,rank_ret_10d,20d,0.023083041649938445
2026H1,rank_ret_10d,60d,0.03679343217666837
2026H1,rank_ret_20d,5d,0.008278250439325896
2026H1,rank_ret_20d,10d,0.01811898403434286
2026H1,rank_ret_20d,20d,0.028212993906220254
2026H1,rank_ret_20d,60d,0.04750708726504336
2026H1,rank_ret_60d,5d,0.023086026100850955
2026H1,rank_ret_60d,10d,0.035466917607409845
2026H1,rank_ret_60d,20d,0.04866645556139866
2026H1,rank_ret_60d,60d,0.043034300228383594
2026H1,rank_price_ma20_ratio,5d,0.00392063363817412
2026H1,rank_price_ma20_ratio,10d,0.020497684064787185
2026H1,rank_price_ma20_ratio,20d,0.028195747359770488
2026H1,rank_price_ma20_ratio,60d,0.04464850852121134
2026H1,rank_price_ma60_ratio,5d,0.01132146776178044
2026H1,rank_price_ma60_ratio,10d,0.026617476017780802
2026H1,rank_price_ma60_ratio,20d,0.040817674788564864
2026H1,rank_price_ma60_ratio,60d,0.055137660785352344
2026H1,rank_price_ma120_ratio,5d,0.014026492844371578
2026H1,rank_price_ma120_ratio,10d,0.0232258833031035
2026H1,rank_price_ma120_ratio,20d,0.03171479678290649
2026H1,rank_price_ma120_ratio,60d,0.04086601430841685
2026H1,rank_atr_20,5d,0.010934603203138497
2026H1,rank_atr_20,10d,0.022570397892936064
2026H1,rank_atr_20,20d,0.034686482038451455
2026H1,rank_atr_20,60d,0.05001537999651613
2026H1,rank_atr_60,5d,0.0037603956877271592
2026H1,rank_atr_60,10d,0.010512487263104631
2026H1,rank_atr_60,20d,0.018260747479005978
2026H1,rank_atr_60,60d,0.026016666618561255
2026H1,rank_rolling_std_20,5d,0.011443942398411478
2026H1,rank_rolling_std_20,10d,0.02517465719952696
2026H1,rank_rolling_std_20,20d,0.0413084002932855
2026H1,rank_rolling_std_20,60d,0.05325810451314707
2026H1,rank_rolling_std_60,5d,0.0130387234776792
2026H1,rank_rolling_std_60,10d,0.02578705279950507
2026H1,rank_rolling_std_60,20d,0.040747463438264
2026H1,rank_rolling_std_60,60d,0.053796367982831515
2026H1,rank_volume_zscore_20,5d,0.005900601412472429
2026H1,rank_volume_zscore_20,10d,0.010203365027031916
2026H1,rank_volume_zscore_20,20d,0.0191650598163007
2026H1,rank_volume_zscore_20,60d,0.008120230285178732
2026H1,rank_volume_zscore_60,5d,0.008143933945936519
2026H1,rank_volume_zscore_60,10d,0.013851865392368564
2026H1,rank_volume_zscore_60,20d,0.023234208100787652
2026H1,rank_volume_zscore_60,60d,0.012340766957530733
2026H1,rank_dollar_volume_log,5d,0.015094330256721421
2026H1,rank_dollar_volume_log,10d,0.02105513053366118
2026H1,rank_dollar_volume_log,20d,0.03253445818388681
2026H1,rank_dollar_volume_log,60d,0.02452249585026415
2026H1,rank_volume_ma60_ratio,5d,0.007096974350439509
2026H1,rank_volume_ma60_ratio,10d,0.015523315658053665
2026H1,rank_volume_ma60_ratio,20d,0.02486747071655189
2026H1,rank_volume_ma60_ratio,60d,0.013511395639574285
2026H1,rank_RSI_14,5d,0.015222333891035063
2026H1,rank_RSI_14,10d,0.03527382748279309
2026H1,rank_RSI_14,20d,0.043066605596928445
2026H1,rank_RSI_14,60d,0.05807172059973496
2026H1,rank_MACD_norm,5d,0.01384867850706262
2026H1,rank_MACD_norm,10d,0.02485978040314432
2026H1,rank_MACD_norm,20d,0.03569931447333948
2026H1,rank_MACD_norm,60d,0.05280861376782489
2026H1,rank_MACDh_norm,5d,-0.005014233771959126
2026H1,rank_MACDh_norm,10d,0.00664011065322712
2026H1,rank_MACDh_norm,20d,0.012538710486088723
2026H1,rank_MACDh_norm,60d,0.023655360029183406
2026H1,rank_BB_pct_b,5d,0.004442747629658894
2026H1,rank_BB_pct_b,10d,0.01629241789306815
2026H1,rank_BB_pct_b,20d,0.022528607591119246
2026H1,rank_BB_pct_b,60d,0.03555963683709085
2026H1,rank_ADX_14,5d,0.017561520194165448
2026H1,rank_ADX_14,10d,0.023369098440358612
2026H1,rank_ADX_14,20d,0.029904380622798217
2026H1,rank_ADX_14,60d,0.04080634739532088
