date,cash_weight,portfolio_value,weight_2330.TW,weight_2317.TW,weight_2454.TW,weight_6488.TWO,weight_3661.TW,weight_3037.TW,weight_3324.TWO,weight_3034.TW,weight_2345.TW,weight_2408.TW,weight_3653.TW,weight_2308.TW,weight_6669.TW,weight_5483.TWO,weight_2303.TW,weight_6213.TW,weight_2379.TW,weight_6415.TW,weight_3711.TW,weight_3443.TW,weight_8299.TWO,weight_2382.TW,weight_3665.TW,weight_8046.TW,weight_6274.TWO,weight_3189.TW,weight_5347.TWO,weight_3231.TW,weight_5269.TW,weight_3017.TW,weight_2368.TW,weight_8016.TW,weight_2357.TW,weight_2421.TW,weight_3131.TWO,weight_2324.TW,weight_2376.TW,weight_6285.TW,weight_2356.TW,weight_3529.TWO,weight_3583.TW,weight_6409.TW,weight_3380.TW,weight_8996.TW,weight_6187.TWO
2025-01-17,0.8723345770156855,0.9532317064905942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12766542298431452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-20,0.8723345770156855,0.9570997615941973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12766542298431452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-21,0.5236485038581542,0.9525574897465151,0.0,0.0,0.0,0.0,0.11396670866389302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11177416214485086,0.0,0.0,0.12294520234878736,0.0,0.0,0.0,0.0,0.0,0.12766542298431452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-22,0.6513139268424688,0.9580928966660365,0.0,0.0,0.0,0.0,0.11396670866389302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11177416214485086,0.0,0.0,0.12294520234878736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,0.7630880889873196,0.9343037394812643,0.0,0.0,0.0,0.0,0.11396670866389302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12294520234878736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-04,0.869149941594959,0.9400044914599793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13085005840504108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-05,0.7746107034199781,0.9412345617765242,0.0,0.0,0.0,0.0,0.09453923817498089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13085005840504108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-06,0.7746107034199781,0.9401261615768278,0.0,0.0,0.0,0.0,0.09453923817498089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13085005840504108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-07,0.7746107034199781,0.946847144447578,0.0,0.0,0.0,0.0,0.09453923817498089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13085005840504108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-10,0.6429274067163179,0.9389954618460858,0.0,0.0,0.0,0.0,0.09453923817498089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13168329670366016,0.0,0.0,0.0,0.0,0.0,0.0,0.13085005840504108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-11,0.5309053057113193,0.9376847948814141,0.0,0.0,0.0,0.0,0.09453923817498089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11202210100499856,0.0,0.0,0.0,0.0,0.0,0.0,0.13168329670366016,0.0,0.0,0.0,0.0,0.0,0.0,0.13085005840504108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-12,0.46977153649308867,0.9348819539369019,0.0,0.0,0.0,0.0,0.09453923817498089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11202210100499856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19281706592189082,0.0,0.0,0.0,0.0,0.13085005840504108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-13,0.5676051448916599,0.9349450802499945,0.0,0.0,0.0,0.0,0.09453923817498089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1450385510114684,0.0,0.0,0.0,0.19281706592189082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-14,0.47541319279949334,0.9341213574189045,0.0,0.0,0.0,0.0,0.09453923817498089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09219195209216659,0.0,0.0,0.0,0.0,0.0,0.1450385510114684,0.0,0.0,0.0,0.19281706592189082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-17,0.5011053185377953,0.9292937780040819,0.0,0.0,0.0,0.0,0.09453923817498089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09219195209216659,0.11934642527316648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19281706592189082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-18,0.5011053185377953,0.9414887591157838,0.0,0.0,0.0,0.0,0.09453923817498089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09219195209216659,0.11934642527316648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19281706592189082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-19,0.5011053185377953,0.9391928044674706,0.0,0.0,0.0,0.0,0.09453923817498089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09219195209216659,0.11934642527316648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19281706592189082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
