date,cash_weight,portfolio_value,weight_2330.TW,weight_2317.TW,weight_2454.TW,weight_6488.TWO,weight_3443.TW,weight_2408.TW,weight_5483.TWO,weight_3661.TW,weight_2308.TW,weight_2345.TW,weight_3711.TW,weight_3665.TW,weight_2303.TW,weight_3231.TW,weight_3017.TW,weight_8299.TWO,weight_2382.TW,weight_5269.TW,weight_3037.TW,weight_3189.TW,weight_2376.TW,weight_2357.TW,weight_5347.TWO,weight_2421.TW,weight_6274.TWO,weight_2379.TW,weight_3380.TW,weight_3583.TW,weight_2356.TW,weight_6415.TW,weight_2324.TW,weight_6213.TW,weight_3034.TW,weight_6187.TWO,weight_3529.TWO,weight_6285.TW,weight_3324.TWO,weight_3653.TW,weight_2368.TW,weight_8046.TW,weight_8016.TW,weight_6409.TW,weight_6669.TW,weight_3131.TWO,weight_8996.TW
2022-03-18,0.9465471282043163,0.7952126841541557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05345287179568371
2022-03-21,0.9465471282043163,0.7975533942030031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05345287179568371
2022-03-22,0.9465471282043163,0.7977491228256246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05345287179568371
2022-03-23,0.8878890907872452,0.7980830138451387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0586580374170711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05345287179568371
2022-03-24,0.8878890907872452,0.7995733524032249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0586580374170711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05345287179568371
2022-03-25,0.8878890907872452,0.7992212707240619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0586580374170711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05345287179568371
2022-03-28,0.8035813407024792,0.8020682143446474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03656648958743177,0.0,0.0,0.0,0.0,0.0,0.0,0.04774126049733428,0.0,0.0,0.0586580374170711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05345287179568371
2022-03-29,0.8035813407024792,0.802263465136894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03656648958743177,0.0,0.0,0.0,0.0,0.0,0.0,0.04774126049733428,0.0,0.0,0.0586580374170711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05345287179568371
2022-03-30,0.8035813407024792,0.8033835684512223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03656648958743177,0.0,0.0,0.0,0.0,0.0,0.0,0.04774126049733428,0.0,0.0,0.0586580374170711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05345287179568371
2022-03-31,0.6972986052590358,0.7975450825791996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03656648958743177,0.0,0.0,0.0,0.0,0.0,0.0,0.04774126049733428,0.0,0.0,0.0586580374170711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10628273544344337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05345287179568371
2022-04-01,0.8035813407024792,0.7941254095550674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03656648958743177,0.0,0.0,0.0,0.0,0.0,0.0,0.04774126049733428,0.0,0.0,0.0586580374170711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05345287179568371
2022-04-06,0.7452467696354937,0.7917730523462435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03656648958743177,0.0,0.0,0.0,0.0,0.0,0.0,0.04774126049733428,0.0,0.0,0.0586580374170711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05833457106698541,0.0,0.0,0.0,0.0,0.0,0.0,0.05345287179568371
2022-04-07,0.7452467696354937,0.7853612502904913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03656648958743177,0.0,0.0,0.0,0.0,0.0,0.0,0.04774126049733428,0.0,0.0,0.0586580374170711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05833457106698541,0.0,0.0,0.0,0.0,0.0,0.0,0.05345287179568371
2022-04-08,0.7452467696354937,0.7828873839309395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03656648958743177,0.0,0.0,0.0,0.0,0.0,0.0,0.04774126049733428,0.0,0.0,0.0586580374170711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05833457106698541,0.0,0.0,0.0,0.0,0.0,0.0,0.05345287179568371
